username,date,tweet,sentiment,lat,lon,location
cindyauliaher,"Jul,06","Tentang memori, gagal, tumbuh, patah, bangun, hilang, menunggu, bertahan, berubah, dan semua ketakutan manusia pada umumnya.
#nkcthi pic.twitter.com/0CQ2sKDFhz",neg,-0.789275,113.921,Indonesia
StillBreath90,"Jul,05","""Engkau mempunyai impian yang hebat tetapi engkau membiarkan perasaan takut gagal tumbuh membesar di dalam dirimu lalu engkau terhalang untuk berjalan ke arahnya (impian). Akhirnya impian itu tenggelam di dasar tasik angan-angan.",neg,2.7545900000000003,101.704,64000 Malaysia
indra_zaids,"Jul,03","Si haikal sih mahluk gagal tumbuh kembang biak,.. gk pantes disebut ulama , disebut orang juga dah sukur .. ????????",neg,0.0,0.0,
infokuliahs3,"Jul,01","Kemenkes Gandeng FK UB Atasi Permasalahan Stunting

Kementrian Kesehatan bekerjasama dengan Fakultas Kedokteran Universitas Brawijaya (FK UB) berupaya untuk mengatasi permasalahan stunting atau kondisi gagal tumbuh pada anak balita akibat kekurangan gizi di kabupaten Malang pic.twitter.com/BuZ3SkINTu",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
nerawaty0509,"Jun,30","Apa itu Stunting?

Stunting merupakan kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis di usia 1000 hari pertama.

Tanda - tanda stunting pada anak :
1. Pertumbuhan lambat, badan pendek.
2. Wajah tampakâ€¦ instagram.com/p/BzXPSI0HUls/â€¦",neg,0.293347,101.707,Riau Indonesia
sayfun_niam,"Aug,22","Ada hal yang kau lupa saat berdoa.
Kita hidup untuk merasakan berbagai kesakitan.
Dan, bahagia adalah kesakitan yang gagal tumbuh.

Sayfun.niam~",neg,0.0,0.0,
djikp,"Aug,20",Minfo ingetin lagi soal stunting biar makin #SadarStunting ya. Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dan infeksi berulang terutama pada periode 1.000 HPK. #InfokomPMK pic.twitter.com/NrXb24wMeK,neg,0.0,0.0,
Tentang_Gizi,"Aug,16","Stunting=Kerdil
Kondisi gagal tumbuh akibat kekurangan zat gizi sejak awal kehamilan",neg,-0.789275,113.921,Indonesia
CountMeInID,"Aug,15","????SELIMUT CERDAS????â£â£â£â£â£â£â£â£â£â£
Tau nggak sih kalau 1 dari 3 anak Indonesia itu terkena Stunting? Stunting atau gagal tumbuh pada anak terjadi karena kurangnya nutrisi yang harusnya diberikan pada anak semenjak ia masih dalam kandungan. 
tororo.com/tororo-selimutâ€¦",neg,-0.789275,113.921,Indonesia
arka_caraka,"Aug,14","Terjerat dalam cinta yang buta, dia gak paham genetika, bagaimana mau visioner. 
.
Memupuk genetik cinta yang gagal tumbuh menjadi kecambah itu sama seperti mengupas bawang merah. 
Kulit semua gak ada ujungnya.
.
#uwooww",neg,0.0,0.0,
dedyhutajulu,"Aug,12","Badan Kesehatan Dunia (WHO) menyebut, 7,8 juta balita Indonesia mengalami stunting. Stunting adalah kondisi gagal tumbuh bayi. Kondisi ini dialami anak-anak yang mendapatkan gizi buruk, terkena infeksi berulang, dan stimulasi psikososialnya tidak memadai.
kompasiana.com/dedygunawanhutâ€¦",neg,-0.789275,113.921,Indonesia
Chyka_12,"Aug,12","Apa itu stunting?. Stunting merupakan kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis si usia 1000 hari pertama

Semua tanda pisik di atas biasanya akan terliahat saat anak si hsia 2 tahun satu""nya... facebook.com/10000370063977â€¦",neg,0.0,0.0,
aceh_antaranews,"Aug,08",TP-PKK Aceh Tengah gelar seminar gagal tumbuh aceh.antaranews.com/berita/91310/tâ€¦,neg,4.69514,96.7494,Aceh Indonesia
hello_fika,"Aug,06",Stunting adalah gagal tumbuh.. jd tidak sekedar perawakan pendek saja #PAS2019 pic.twitter.com/5XR2e63AsZ,neg,-6.26149,106.811,Jakarta Selatan Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia
kesatu_co,"Aug,05","Kurang gizi dapat membuat anak mengalami gangguan pertumbuhan, seperti berat badan kurang, perawakan yang pendek, bahkan mengalami gagal tumbuh.

kesatu.co/yuk-kenali-penâ€¦",neg,-0.789275,113.921,Indonesia
adeknaNopal,"Aug,04","Tentang memori kecil, gagal, tumbuh,  bangun, menunggu, bertahan, patah, hilang, berubah, dan semua ketakutan manusia pada umumnya. 
Sedang diulang lagi",neg,0.0,0.0,
tp2akstunting,"Sep,26","Stunting? Apa itu? Geser ke kiri untuk melihat lebih lanjut ????????â£
â£
Stunting adalah kondisi gagal tumbuh pada anak balita akibat kekurangan gizi kronis dan infeksi berulang, terutama pada 1.000 Hari Pertama Kehidupanâ€¦ instagram.com/p/B23ryq0nMAi/â€¦",neg,-0.789275,113.921,Indonesia
mazaridhomaza,"Sep,25","Tiket syhncronize sudah ditangan,masih sedih karena melati ke injek jadi tunas nya gagal tumbuh aahhh anjing lahh :'(",neg,-4.55858,105.407,Lampung Indonesia
AkuSukaSateAyam,"Sep,23","Kraft Heinz perangi stunting dengan distribusi makanan ke daerah rawan gizi

Hubungan antara stunting dan gizi buruk Stunting (kondisi gagal tumbuh pada anak-anak) adalah salah satu masalah kekurangan gizi di Indonesia yang perlu menjadi sorotan. Kondisiâ€¦ ift.tt/2ktEDve",neg,-0.789275,113.921,Indonesia
bellazoditama,"Sep,21","Mau nambahin juga siapa tau infonya membantu. Buat yg udah jerawatan lama mungkin cek kesehatan giginya deh. Kayak aku setelah dirontgen gigi, ternyata 2 gigi gerahamku bermasalah yang satu busuk dan posisinya melintang. Terus kelebihan gigi bawah dan ada gigi gagal tumbuh. pic.twitter.com/iJgyyBaQVF",neg,48.4291,-123.368,19 Fan Tan Alley Downtown Victoria Capital British Columbia Kanada V8W 3G9
UtuhWibowo,"Sep,21","@KPK_RI sudah tagih belum janji-janji yang ini? Apa karena ekonomi gagal tumbuh meroket jadi @KPK_RI malah dilemahkan? Atau memang cuma basa basi? ????????
pic.twitter.com/NDEgqldfsb",neg,0.0,0.0,
RimalaErisa,"Sep,19","Kosan rame bikin pening =basecamp anak Pertanian
Kecambah ditumbuhi jamur= gagal tumbuh
Kayak mana nggak bikin PUSING coba!!!!!!!!!???????????????????????????????????????????????????????????????????????????????????? pic.twitter.com/GUmZzGW1Rd",neg,-0.789275,113.921,Indonesia
genbestid,"Sep,18","Kamar mandi adalah sumber kuman penyebab penyakit pencernaan. Kalau anak bolak-balik terkena penyakit pencernaan, tumbuh kembangnya juga bisa terganggu, bahkan terhambat, sehingga berpotensi mengalami kondisi gagal tumbuh atau stunting. pic.twitter.com/p67vO8Mu9p",neg,-0.789275,113.921,Indonesia
Odetta_Maudy,"Sep,18",Stunting merupakan kondisi dimana balita gagal tumbuh akibat kekurangan gizi kronis dalam 1000 hari pertama kelahiran. Stunting dapat menyebabkan pertumbuhan tubuh sulit tumbuh dan otot anak sulit berkembang.,neg,-2.97607,104.775,Palembang Kota Palembang Sumatera Selatan Indonesia
F4uzan_arif,"Sep,16",Bukan pria itu melainkan bocah yg gagal tumbuh jadi laki-laki,neg,-6.185230000000002,106.799,1 8 North Bambu City Palmerah West Jakarta City Jakarta Indonesia 12630
temponewsroom,"Sep,10",Stunting merupakan kondisi gagal tumbuh akibat kekurangan gizi kronis. Bagaimana dengan gizi buruk? bit.ly/2lLoVw0,neg,-0.789275,113.921,Indonesia
pitiiw,"Sep,06","Dulu anak pertama, sebulan pertama baby blues. Gak bareng suami, asi seret, anak gagal tumbuh, tiap malem stress. Tiap minggu ke dokter, nangis, anak g naek2 bbnya. Tinggal bareng ortu, g mau bikin mereka worry, I put on my happy face. Pdhl stress bgt heu twitter.com/MrsEuscha/statâ€¦",neg,51.0267,7.56928,Gummersbach Oberbergischer Kreis Cologne Nordrhein-Westfalen Jerman
gandesmita,"Sep,05","Kalo mau cegah stunting, mulutnya dijaga. Jangan nyinyir sama ibu yg diresepin sufor karena anaknya gagal tumbuh. Gausah nyinyir ada ibu yg ngasih anaknya mpasi fortifikasi tiap hari. Gausah nyinyir kalo ada ibu yg ga menyusui langsung, tp bela2in eping.",neg,-0.789275,113.921,Indonesia
detikfinance,"Sep,05","Sebagian besar sektor jasa di Inggris gagal tumbuh secepat yang diharapkan pada Agustus. Hal ini menjadi hal yang membuat Inggris semakin dekat dengan resesi. #Inggris #Resesi
finance.detik.com/berita-ekonomiâ€¦",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
serambinews,"Sep,04","#Stunting

Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis sehingga anak lebih pendek dari usianya.

aceh.tribunnews.com/2019/09/05/angâ€¦",neg,4.69514,96.7494,Aceh Indonesia
iwanjanuarcom,"Oct,27","Ributkan radikalisme, istilah kafir, mau hancurkan Khilafah, padahal
Utang LN menggunung, PHK sudah bergelombang, ekonomi gagal tumbuh, rupiah loyo, pemerintahannya oligarki. 

Komen:
Kalau demokrasi itu benar sejahterakan rakyat buktikan saja, nggak usah omong radikal radikul.",neg,-0.789275,113.921,Indonesia
anisaahrahmah,"Oct,31","Intinya....
Dapat dipastikan dulu gue sempet gagal tumbuh.
Cuma mungkin bisa catch up. Dan ketolong ibu sama bapak emg tinggi. Padahal kalo dulu golden age maksimal gizinya gue bisa lebih tinggi lagi 170 nyampelah",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
lida_buaya,"Oct,31","Stunting adalah kondisi gagal tumbuh pada balita (bayi di bawah 5 tahun) akibat kekurangan gizi kronis sehingga anak terlalu pendek untuk usianya. Kurang gizi tsb sejak bayi dalam kandungan dan pada masa awal bayi lahir. 

kantin.id/2019/10/31/cegâ€¦ pic.twitter.com/0jTF8qfbSD",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
reoraja,"Oct,28",Yang pasti benih radikal GAGAL tumbuh !! twitter.com/nithasist/statâ€¦,neg,-0.789275,113.921,Indonesia
meirmn,"Oct,23","tentang memori, gagal, tumbuh, patah, bangun, hilang, menunggu, bertahan, berubah, dan semua itu adalah ketakutan manusia pada umumnya.",neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
IidYanie,"Oct,18","Anak yang dilahirkan dengan kelainan jantung bawaan (PJB) akan meningkatkan resiko kondisi gagal tumbuh karena asupan gizi yang tidak cukup dan kesehatan yang tidak optimal serta ketergantungan pada bantuan medis di Rumah Sakit.

#BicaraGizi
#BicaraGiziHearttoHeart",neg,2.11535,99.5451,Sumatera Utara Indonesia
GPRindonesia,"Oct,17","Apa itu stunting? Kondisi gagal tumbuh pada seorang anak karena kekurangan gizi kronik. Bersama rakyat, Pemerintah @jokowi Dan @Pak_JK berhasil menurunkan stunting
Cc @KemenkesRI
@tnp2k
#sadarstunting #MajuBer5ama pic.twitter.com/QE2Z6pjVF6",neg,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
republikaonline,"Oct,08",Balita itu berada dalam kondisi gagal tumbuh akibat kekurangan gizi kronis. republika.co.id/berita/nasionaâ€¦,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
Mentimoen,"Oct,07","Tanaman yg tumbuh pertama kali di bulan adalah KAPAS. Laporan dari IEEE Spectrum mengabarkan bhw kapas tumbuh 2 helai daun sebelum suhu malam bulan datang.

Biji2 tananam lain gagal tumbuh.. Cuma kapas yg sukses.
spectrum.ieee.org/tech-talk/aeroâ€¦",neg,-0.789275,113.921,Indonesia
republikaonline,"Oct,02",BAB sembarangan bisa mengakibatkan gagal tumbuh pada balita. republika.co.id/berita/gaya-hiâ€¦,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
firagayatri,"Dec,15","Melawan kebodohan dan stunting penting banget, tapi â€œmelawan perceraian krn KDRTâ€? ???????? twitter.com/ridwankamil/stâ€¦",neg,-0.789275,113.921,Indonesia
cegahstunting,"Feb,17",Mengapa stunting penting?,neg,-0.789275,113.921,Indonesia
sutoto_amerta,"Aug,01","Cegah stunting penting, seperti dilakukan pendampingan pemberian makanan bayi dan anak (PMBA) oleh Yayasan WVI kepada warga Carita dan Labuan, sebagai wilayah terdampak tsunami Selat Sunda, dimulai sejak 22 Des 2018 dan ditutup kemarin di PKPRI Pandeglang (1/8). pic.twitter.com/zQjUvT71w3",neg,-6.32706,106.117,Pandeglang Kecamatan Pandeglang Kabupaten Pandeglang Banten Indonesia
DarwisManing,"Nov,20","#cegahstunting
@EkoSandjojo
@anwsanusi
@taufikmadjid71
@fachrilabalado
@tppindonesia 
@psdnusantara
Sosialisasi pencegahan dan penanganan stunting di buka oleh ketua penggerak PKK kabupaten Gowa. pic.twitter.com/MUqKzfjkIt",neg,-0.789275,113.921,Indonesia
Humpro_Bolmut,"Feb,28","Pemkab Bolmut Studi Tiru Penerapan Penanganan Stunting di Kabupaten Gorontalo

Humpro (28/02/2019) Pemerintah Kabupaten (Pemkab) Bolmut melaksanakan Studi Tiru Penerapan Penanganan Stunting (anak kerdil) di... facebook.com/50058699361138â€¦",neg,-0.789275,113.921,Indonesia
mediaindonesia,"Feb,27",10 Desa Kabupaten Indramayu dapat Intervensi Penanganan Stunting mediaindonesia.com/read/detail/21â€¦ pic.twitter.com/PzKYnxJgUD,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
SurveyMETER_Id,"Feb,20","Pertemuan antara @SurveyMETER_Id dan @indofood yang difasilitasi oleh @CCPHI, menjajaki kemitraan dalam program penanganan stunting berbasis data. 

????by @CCPHI pic.twitter.com/HrW3H9MhVi",neg,-7.7558,110.399,Condongcatur Kecamatan Depok Kabupaten Sleman Daerah Istimewa Yogyakarta Indonesia
mediaindonesia,"Feb,14",FK-UKI Dukung Penanganan Stunting mediaindonesia.com/read/detail/21â€¦ pic.twitter.com/Z5YcA5X25K,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
suarantbcom,"Feb,12",Penanganan Stunting Berbasis Desa (1) Mengantar Anak Kembang Kerang Daya Keluar dari Stunting suarantb.com/gaya.hidup/kesâ€¦ lewat @SUARANTB.com,neg,-8.59708,116.1,Kota Mataram Nusa Tenggara Barat Indonesia
joxzin_jogja,"Mar,17","Tuh bro @sandiuno , penanganan stunting itu 1000 hari pertama sejak di kandungan. Lah kalo sedekah putih mau bagi2 susu ke anak sekolah? Gak ngaruh sama stunting. Burung puyuh makan kodok. Gak ngaruh, pekok!",neg,-7.79558,110.369,Yogyakarta Kota Yogyakarta Daerah Istimewa Yogyakarta Indonesia
Herzoe_Aja,"Mar,20","Mending Cawapres dgn usia tdk muda, jalan pelan tp spirit dan pola pikir milenial. Daripada Cawapres dari kalangan muda tp gagal paham ttg penanganan stunting.#Engkong Ridwan Saidi agak lama deh berdiri dpn cermin, kemudian instrospeksi diri... twitter.com/jr_kw19/statusâ€¦",neg,-0.789275,113.921,Indonesia
Presiden_bkuasa,"Mar,17","Melihat ketidakwarasan pilihan kebijakan habiskan dana apel 18 M yg 11 kali anggaran kebijakan penanganan stunting, atau penggunaan lain yg lebih rasional, mungkin kalau ketemu #WillyConnolly @ganjarpranowo juga bakal dikasih telur oleh the #EggBoy karena ngototnya",neg,0.0,0.0,
mfajrinet,"Mar,08","Isu Utama Rakor DPMPD se-Prov. Kaltim, 08/03/19:
1. Peningkatan IDM di 150 Desa Tertinggal mjd Desa Berkembang
2. Penanganan Stunting & Kemiskinan
3. Prokim di 150 Desa (program kampung iklim)
4. Sinkronisasi Perencanaan Desa dgn RPJMD Prov. Kaltim (*si. Syafruddin Arsyad FB) pic.twitter.com/id1aYTR8gq",neg,2.13811,117.538,Sambaliung Kecamatan Sambaliung Kabupaten Berau Kalimantan Timur Indonesia
RadioKesehatan,"Mar,04","Di Indonesia, kasus stunting turun, yakni dari 37,2% (RISKESDAS 2013) menjadi 30,8% (RISKESDAS 2018). Nah, mau tahu bagaimana penanganan stunting di Indonesia?

Ikuti ulasan lengkapnya bersama Direktur Gizi Masyarakat Kemenkes RIÂ  Ir. Doddy Izwardi, MA, HARI INI pukul 08.00 WIB pic.twitter.com/hdUqQGZI2l",neg,-6.23055,106.832,Lt. 6 Gedung Sujudi Kav 4 - 9 Jalan Haji R. Rasuna Said RT.9 4 Kuningan Kuningan Timur Kuningan Kota Jakarta Selatan Daerah Khusus Ibukota Jakarta Indonesia 12950
DitGizi,"Mar,03",pada hari Minggu (02/03/2019) Direktur Gizi Masyarakat diminta mendampingi Oleh Plt Gubernur Aceh dan Bupati/Walikota se Provinsi Aceh melakukan Deklarasi Geunting (*Gerakan Pencegahan dan Penanganan Stunting*) Provinsi Aceh pic.twitter.com/1jOhiv0PAI,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
RayadiKarsa,"Mar,03",Konvergensi Penanganan stunting Desa Manduing Taheta Kec. Pulau Malan KATINGAN #manfaatdanadesa #padatkaryatunai @jokowi @EkoSandjojo @anwsanusi @taufikmadjid71 @fachrilabalado @P3MDKalteng @TppiKatingan @tppindonesia pic.twitter.com/V8OieOsohX,neg,-1.6814900000000002,113.382,Kalimantan Tengah Indonesia
KSPgoid,"Mar,03",17. Deklarasi â€˜Geuntingâ€™ ditandai dengan cap tangan secara simbolik oleh Plt. Gubernur Aceh dan seluruh kepala daerah kabupaten/kota se-Aceh. Ada tujuh pasal isi deklarasi pemerintah Aceh dan kabupaten/kota tentang Gerakan Pencegahan dan Penanganan Stunting #CegahStunting pic.twitter.com/ewoj1l9LaL,neg,-0.789275,113.921,Indonesia
mamavanenbas,"Apr,29","#SekarangSemuaBisa
Pemerintah tidak tinggal diam melihat kondisi penyebab stunting. Sejumlah terobosan telah dilakukan. Bahkan 22 kementerian berkontribusi dalam upaya penanganan stunting ini.
#SekarangSemuaBisa",neg,-0.789275,113.921,Indonesia
SurabayaPagi,"Apr,14","Ketua Tim Penggerak (TP) PKK Prov Jatim Arumi Bachsin melakukan road show di beberapa wilayah di Jawa Timur. Serangkaian acara yang bertujuan untuk memberikan edukasi, pengetahuan tentang pentingnya pengolahan sampah plastik dan penanganan stunting... surabayapagi.com/read/186686/20â€¦",neg,-7.25747,112.752,Surabaya Kota Surabaya Jawa Timur Indonesia
JatimPemprov,"Apr,12","Arumi menjelaskan, berdasarkan Rapat Koordinasi Nasional (Rakornas) di Jakarta beberapa waktu lalu terdapat dua masalah besar dari bangsa ini yang perlu diatasi, yakni permasalahan sampah plastik dan penanganan stunting.",neg,-7.536060000000001,112.238,Jawa Timur Indonesia
JatimPemprov,"Apr,12","Serangkaian acara yang bertujuan untuk memberikan edukasi, pengetahuan tentang pentingnya pengolahan sampah plastik dan penanganan stunting di Jatim itu dilaksanakan di Kantor Bakorwil III Malang, Jumat (12/4). pic.twitter.com/IbdFCIiQC6",neg,-7.536060000000001,112.238,Jawa Timur Indonesia
Novelawai,"Apr,08","Badan Kependudukan dan Keluarga Berencana Nasional (BKKBN) menyiapkan dana Rp1,3 miliar untuk mendukung upaya pencegahan dan penanganan stunting, masalah gizi kronis yang menyebabkan gangguan pertumbuhan yang membuat anak ... pic.twitter.com/ioTdjZaerI",neg,-0.789275,113.921,Indonesia
splfmbulukumba,"Apr,07","PROGRAM OPININ PUBLIK  Splfm Bulukumba

Narasumber : KASMARINDA,SKM,M.Kes

Tema : PENURUNAN ANGKA KEMATIAN IBU DAN BAYI DAN PENANGANAN STUNTING

LIVE 95.0 MHz// splfm.bulukumbakab.go.id// interactive Telp/WA... facebook.com/10000437988636â€¦",neg,-0.789275,113.921,Indonesia
GerakanEmas2030,"Apr,06",Karena itu kita sangat membutuhkan perubahan dalam kebijakan penanganan stunting dan problem gizi buruk lainnya. Kalau tidak sekarang kita akan semakin terpuruk dalam penderitaan yang tak berkesudahan.,neg,-0.789275,113.921,Indonesia
persakmi_id,"May,22",Persakmi akan Menempatkan Pendamping di Desa pada Penanganan Stunting di KabupatenÂ Kediri persakmi.or.id/artikel/persakâ€¦,neg,-0.789275,113.921,Indonesia
abughozali,"May,17","Kabupaten Lamongan, Jawa Timur, ditunjuk sebagai sebagai pilot project dalam Pengembangan Sumber Daya Manusia (PSDM) dalam penanganan stunting oleh Kementerian Desa, Pembangunan Daerah Tertinggal dan Transmigrasi. timesindonesia.co.id/read/214289/20â€¦",neg,-0.789275,113.921,Indonesia
Infokabprob,"Jun,27",KRAKSAAN - Ikatan Bidan Indonesia (IBI) Cabang Kabupaten Probolinggo berkomitmen untuk percepatan dan penanganan Stunting untuk menurunkan  Angka Kematian Ibu (AKI) dan Angka Kematian Bayi (AKB) m.facebook.com/story.php?storâ€¦ pic.twitter.com/UVq8tb3xds,neg,-7.76249,113.417,Kraksaan Patokan Patokan Kecamatan Kraksaan Probolinggo Jawa Timur Indonesia
ht_sewa,"Jun,26",m.youtube.com/watch?list=PLvâ€¦ KSP Tekankan Pentingnya Peran Perguruan Tinggi dalam Perbaikan Gizi dan Ketahanan Pangan untuk Penanganan Stunting: Â  BANDUNG -Â Upaya penanganan stunting memerlukan sebuah gebrakan besar selama periodeâ€¦ dlvr.it/R7J0TW m.youtube.com/watch?list=PLvâ€¦ pic.twitter.com/bQOjSBx3q7,neg,-6.20876,106.846,Jakarta Daerah Khusus Ibukota Jakarta Indonesia
dprddkijakarta,"Jun,24","Komisi E DPRD DKI Jakarta berharap penanganan stunting yang dilakukan Pemerintah Kota Administrasi Jakarta Timur dapat menekan angka kekurangan gizi anak. dprd-dkijakartaprov.go.id/penanganan-stuâ€¦
#DPRDDKIJakarta
#DPRDDKI
#DKIJakarta
#Jakarta pic.twitter.com/DlH9LY0Rta",neg,-6.18051,106.828,Jakarta Pusat Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta Indonesia
puskesmasgaruda,"Jun,24","Jumat, 22 Juni 2019
UPT Puskesmas Garuda Kota Bandung mendapat kunjungan dari Dinkes Kabupaten Semarang tentang Penanganan Stunting. Pemaparan materi disampaikan oleh dr. Nitta Kurniati selaku Kepala UPT Puskesmasâ€¦ instagram.com/p/BzFWSH5AxBr/â€¦",neg,-6.90999,107.573,81 Jalan Dadali Maleber Kecamatan Andir Kota Bandung Jawa Barat Indonesia 40184
